Angulo1,Angulo2,Angulo3,Angulo4,Angulo5,TH1,TH2,TH3,TH4,TH5
-90,-90,-90,-90,-90,0.0092984693877551,0.005625,0.0028698979591836,0.0010331632653061,0.0001147959183673
-90,-90,-90,-90,-60,0.0105950737682816,0.006409365612911,0.0032700844963832,0.0011772304186979,0.0167483957022158
-90,-90,-90,-90,-30,0.017435958007876,0.0105476783010608,0.0053814685209493,0.0019373286675417,0.0338564182574952
-90,-90,-90,-90,0,0.0070143607091682,0.0042432552438178,0.002164926144805,0.0007793734121298,0.0343690477944549
-90,-90,-90,-90,30,0.017435958007876,0.0105476783010608,0.0053814685209493,0.0019373286675417,0.0338564182574952
-90,-90,-90,-90,60,0.0105950737682816,0.006409365612911,0.0032700844963832,0.0011772304186979,0.0167483957022158
-90,-90,-90,-90,90,0.0092984693877551,0.005625,0.0028698979591836,0.0010331632653061,0.0001147959183673
-90,-90,-90,-60,-90,0.042475688992976,0.0256951698846398,0.0131097805533877,0.115895188699296,0.0005243912221355
-90,-90,-90,-60,-60,0.0490374605298272,0.029664636616809,0.0151350186820454,0.112197280087516,0.0124663644541685
-90,-90,-90,-60,-30,0.0632065881119052,0.0382360841664612,0.0195082062073782,0.0932675026517481,0.0308699765963434
-90,-90,-90,-60,0,0.032389425458622,0.0195936030552158,0.0099967362526611,0.0883980045472617,0.0318337044750349
-90,-90,-90,-60,30,0.016853467206121,0.0101953073222213,0.0052016874092966,0.108286026867038,0.0316753596111844
-90,-90,-90,-60,60,0.0314942118122268,0.0190520540592483,0.0097204357445144,0.117909566930189,0.0188449403438431
-90,-90,-90,-60,90,0.042475688992976,0.0256951698846398,0.0131097805533877,0.115895188699296,0.0005243912221355
-90,-90,-90,-30,-90,0.159532366505186,0.0965072340586927,0.0492383847238228,0.162783316688502,0.0019695353889529
-90,-90,-90,-30,-60,0.162784151228305,0.0984743630887275,0.0502420219840447,0.162709487010578,0.0041354337038653
-90,-90,-90,-30,-30,0.181184357058047,0.109605351800547,0.0559210978574219,0.153163538844625,0.0170181709827361
-90,-90,-90,-30,0,0.130587120558769,0.0789971470046877,0.0403046668391264,0.133264300756972,0.0193540161971586
-90,-90,-90,-30,30,0.0933804846102943,0.056489428961783,0.0288211372253995,0.137514778183267,0.0188593363111253
-90,-90,-90,-30,60,0.130575131827419,0.0789898945622656,0.0403009666134008,0.156919027594867,0.014284420150126
-90,-90,-90,-30,90,0.159532366505186,0.0965072340586927,0.0492383847238228,0.162783316688502,0.0019695353889529
-90,-90,-90,0,-90,0.0022093934708377,0.0013365466675438,0.0006819115650733,0.0960458030304702,2.72764626029352e-05
-90,-90,-90,0,-60,0.0025403710187882,0.001536767653341,0.0007840651292556,0.0952109682945474,0.0039561791493981
-90,-90,-90,0,-30,0.0044525192568628,0.0026934993035343,0.0013742343385379,0.089107288815352,0.0085759172601743
-90,-90,-90,0,0,0.001921037399319,0.0011621090440325,0.0005929127775676,0.0832984529540557,0.0092553836615617
-90,-90,-90,0,30,0.0044525192568628,0.0026934993035343,0.0013742343385379,0.089107288815352,0.0085759172601743
-90,-90,-90,0,60,0.0025403710187882,0.001536767653341,0.0007840651292556,0.0952109682945474,0.0039561791493981
-90,-90,-90,0,90,0.0022093934708377,0.0013365466675438,0.0006819115650733,0.0960458030304702,2.72764626029352e-05
-90,-90,-90,30,-90,0.159532366505186,0.0965072340586927,0.0492383847238228,0.162783316688502,0.0019695353889529
-90,-90,-90,30,-60,0.130575131827419,0.0789898945622656,0.0403009666134008,0.156919027594867,0.014284420150126
-90,-90,-90,30,-30,0.0933804846102943,0.056489428961783,0.0288211372253995,0.137514778183267,0.0188593363111253
-90,-90,-90,30,0,0.130587120558769,0.0789971470046877,0.0403046668391264,0.133264300756972,0.0193540161971586
-90,-90,-90,30,30,0.181184357058047,0.109605351800547,0.0559210978574219,0.153163538844625,0.0170181709827361
-90,-90,-90,30,60,0.162784151228305,0.0984743630887275,0.0502420219840447,0.162709487010578,0.0041354337038653
-90,-90,-90,30,90,0.159532366505186,0.0965072340586927,0.0492383847238228,0.162783316688502,0.0019695353889529
-90,-90,-90,60,-90,0.042475688992976,0.0256951698846398,0.0131097805533877,0.115895188699296,0.0005243912221355
-90,-90,-90,60,-60,0.0314942118122268,0.0190520540592483,0.0097204357445144,0.117909566930189,0.0188449403438431
-90,-90,-90,60,-30,0.016853467206121,0.0101953073222213,0.0052016874092966,0.108286026867038,0.0316753596111844
-90,-90,-90,60,0,0.032389425458622,0.0195936030552158,0.0099967362526611,0.0883980045472617,0.0318337044750349
-90,-90,-90,60,30,0.0632065881119052,0.0382360841664612,0.0195082062073782,0.0932675026517481,0.0308699765963434
-90,-90,-90,60,60,0.0490374605298272,0.029664636616809,0.0151350186820454,0.112197280087516,0.0124663644541685
-90,-90,-90,60,90,0.042475688992976,0.0256951698846398,0.0131097805533877,0.115895188699296,0.0005243912221355
-90,-90,-90,90,-90,0.0092984693877551,0.005625,0.0028698979591836,0.0010331632653061,0.0001147959183673
